Î» (nm)	photon flux (Î³/s/cm^2/nm)
2240.50	90974508025016.77
2241.50	90920075591156.72
2242.50	90866640398999.72
2243.50	90815647258608.86
2244.50	90764572537311.92
2245.50	90713416235108.91
2246.50	90662178351999.84
2247.50	90610858887984.77
2248.50	90559457843063.56
2249.50	90507975217236.36
2250.50	90456411010503.06
2251.50	90404765222863.70
2252.50	90353037854318.30
2253.50	90301228904866.83
2254.50	90163358446424.94
2255.50	89949049962074.34
2256.50	89734515983507.05
2257.50	89519756510723.06
2258.50	89304771543722.39
2259.50	89089561082505.03
2260.50	88874125127071.00
2261.50	88658463677420.30
2262.50	88442576733552.86
2263.50	88226464295468.77
2264.50	88010126363167.98
2265.50	87793562936650.52
2266.50	87701137872433.86
2267.50	87635908482753.41
2268.50	87570587429202.25
2269.50	87505174711780.48
2270.50	87439670330488.08
2271.50	87374074285325.03
2272.50	87308386576291.34
2273.50	87242607203387.03
2274.50	87176736166612.02
2275.50	87110773465966.44
2276.50	87044719101450.17
2277.50	86976177781379.20
2278.50	86895842899732.41
2279.50	86815403981041.69
2280.50	86734861025307.05
2281.50	86654214032528.48
2282.50	86573463002705.97
2283.50	86492607935839.53
2284.50	86411648831929.19
2285.50	86330585690974.86
2286.50	86249418512976.62
2287.50	86168147297934.50
2288.50	86086772045848.41
2289.50	86001721937139.03
2290.50	85914082171264.25
2291.50	85826333081395.03
2292.50	85738474667531.39
2293.50	85650506929673.34
2294.50	85562429867820.86
2295.50	85474243481973.98
2296.50	85385947772132.64
2297.50	85297542738296.91
2298.50	85209028380466.75
2299.50	85120404698642.17
2300.50	85025516577132.69
2301.50	84848703125391.20
2302.50	84671703905209.17
2303.50	84494518916586.61
2304.50	84317148159523.52
2305.50	84139591634019.84
2306.50	83961849340075.67
2307.50	83783921277690.94
2308.50	83605807446865.64
2309.50	83427507847599.84
2310.50	83249022479893.48
2311.50	83070351343746.58
2312.50	82964034580431.42
2313.50	82903992964608.25
2314.50	82843868428573.22
2315.50	82783660972326.28
2316.50	82723370595867.45
2317.50	82662997299196.77
2318.50	82602541082314.19
2319.50	82542001945219.67
2320.50	82481379887913.31
2321.50	82420674910395.05
2322.50	82359887012664.91
2323.50	82290661837747.73
2324.50	82191713810517.31
2325.50	82092650175879.05
2326.50	81993470933832.98
2327.50	81894176084379.06
2328.50	81794765627517.31
2329.50	81695239563247.73
2330.50	81595597891570.33
2331.50	81495840612485.08
2332.50	81395967725992.02
2333.50	81295979232091.12
2334.50	81195875130782.38
2335.50	81152663177184.31
2336.50	81117906482183.30
2337.50	81083090292945.38
2338.50	81048214609470.50
2339.50	81013279431758.67
2340.50	80978284759809.92
2341.50	80943230593624.22
2342.50	80908116933201.58
2343.50	80872943778542.02
2344.50	80837711129645.52
2345.50	80802418986512.06
2346.50	80666111459862.81
2347.50	80462325782040.77
2348.50	80258337196544.34
2349.50	80054145703373.58
2350.50	79849751302528.44
2351.50	79645153994008.91
2352.50	79440353777815.00
2353.50	79235350653946.73
2354.50	79030144622404.11
2355.50	78824735683187.11
2356.50	78619123836295.73
2357.50	78459719962699.08
2358.50	78372774723994.53
2359.50	78285727533932.84
2360.50	78198578392513.97
2361.50	78111327299737.92
2362.50	78023974255604.70
2363.50	77936519260114.31
2364.50	77848962313266.73
2365.50	77761303415062.00
2366.50	77673542565500.08
2367.50	77585679764581.00
2368.50	77506543271036.30
2369.50	77458625686103.66
2370.50	77410640034929.95
2371.50	77362586317515.20
2372.50	77314464533859.45
2373.50	77266274683962.64
2374.50	77218016767824.77
2375.50	77169690785445.86
2376.50	77121296736825.95
2377.50	77072834621964.95
2378.50	77024304440862.94
2379.50	76967802326041.80
2380.50	76858308159048.48
2381.50	76748694823497.98
2382.50	76638962319390.36
2383.50	76529110646725.58
2384.50	76419139805503.62
2385.50	76309049795724.52
2386.50	76198840617388.25
2387.50	76088512270494.84
2388.50	75978064755044.23
2389.50	75867498071036.52
2390.50	75764981907912.41
2391.50	75756344141929.72
2392.50	75747672646518.08
2393.50	75738967421677.53
2394.50	75730228467408.02
2395.50	75721455783709.59
2396.50	75712649370582.25
2397.50	75703809228025.94
2398.50	75694935356040.69
2399.50	75686027754626.53
